room_name,objectId,categoryId,NYU40,mpr40,translation,index,mpcat40,split
pa4otMbVnkk_room12,39,14,16,12,"[5.813475054353545, 0.14819526210212886, 5.565572391917353]",14,curtain,test
pa4otMbVnkk_room12,31,5,11,6,"[8.302745854854583, 2.267594675506864, 5.803149115187781]",5,picture,test
pa4otMbVnkk_room12,37,14,16,12,"[7.8141713489861315, 0.14411466580449064, 5.671046819860814]",14,curtain,test
pa4otMbVnkk_room12,14,20,19,21,"[4.340812323758566, 3.882025100203391, 6.132977493082966]",20,mirror,test
pa4otMbVnkk_room12,21,111,38,28,"[6.185923783661245, 1.9875630767053956, 6.760514189581294]",111,lighting,test
pa4otMbVnkk_room12,6,29,5,3,"[6.160994597078158, 1.294507244863716, 4.561385609600291]",29,chair,test
pa4otMbVnkk_room12,26,29,5,3,"[6.966467227814622, 3.1546511658994962, 4.654217426730557]",29,chair,test
pa4otMbVnkk_room12,25,20,19,21,"[7.798829457815446, 3.5756873204245445, 5.938110813255023]",20,mirror,test
pa4otMbVnkk_room12,12,20,19,21,"[3.785954334784117, 3.25676345573911, 5.691680623146173]",20,mirror,test
pa4otMbVnkk_room13,18,5,11,6,"[11.03919988856596, 1.988273390601663, 5.677237128089456]",5,picture,test
pa4otMbVnkk_room13,52,5,11,6,"[6.058319464269674, 6.6226787207261575, 5.1647795011412425]",5,picture,test
pa4otMbVnkk_room13,33,47,39,5,"[12.961095771853023, 3.808849144299296, 4.609894263235252]",47,table,test
pa4otMbVnkk_room13,12,7,5,3,"[13.060405777766409, 6.192907396602311, 4.702024674860697]",7,chair,test
pa4otMbVnkk_room13,1,7,5,3,"[6.693827844136803, 7.711418758844231, 4.608025312341122]",7,chair,test
pa4otMbVnkk_room13,4,7,5,3,"[8.101297330218651, 9.11948328089041, 4.611869091158636]",7,chair,test
pa4otMbVnkk_room13,13,13,3,7,"[13.424216588558668, 5.078078395469031, 5.4701278713785975]",13,cabinet,test
pa4otMbVnkk_room13,32,29,5,3,"[12.066846401755381, 3.612391318740516, 4.611082507618542]",29,chair,test
pa4otMbVnkk_room13,46,19,35,28,"[7.610539769540548, 4.760811298895233, 5.505036922051807]",19,lighting,test
pa4otMbVnkk_room13,6,19,35,28,"[9.17516145934017, 9.858865408089109, 5.295541992773375]",19,lighting,test
pa4otMbVnkk_room13,17,19,35,28,"[10.063466515429443, 2.321824316994402, 5.025580761823367]",19,lighting,test
pa4otMbVnkk_room13,20,14,16,12,"[9.082120041629707, 3.4586291627073953, 5.976764951239765]",14,curtain,test
pa4otMbVnkk_room13,36,20,19,21,"[9.83910979122915, 9.123691196277363, 4.82626531358064]",20,mirror,test
pa4otMbVnkk_room13,5,661,7,5,"[8.82035288451733, 9.631490772909329, 4.651725687001016]",661,table,test
pa4otMbVnkk_room13,28,10,18,8,"[9.373803758621216, 4.047632139410291, 5.0701900543485365]",10,cushion,test
pa4otMbVnkk_room13,51,661,7,5,"[6.202731604345316, 7.013634183118128, 4.589587313425243]",661,table,test
pa4otMbVnkk_room13,25,10,18,8,"[9.030856657856452, 3.7304017472799598, 5.301361545439689]",10,cushion,test
pa4otMbVnkk_room13,23,10,18,8,"[8.443201077816923, 4.176321181995908, 5.242670210828399]",10,cushion,test
pa4otMbVnkk_room13,27,10,18,8,"[9.495355611772679, 3.1647719262251215, 5.230857843427516]",10,cushion,test
pa4otMbVnkk_room13,26,10,18,8,"[9.584777240779628, 3.465172109259977, 5.126898492424234]",10,cushion,test
pa4otMbVnkk_room13,14,14,16,12,"[12.690697800155569, 3.1655174979045957, 5.5238859342150235]",14,curtain,test
pa4otMbVnkk_room13,24,10,18,8,"[8.717574041775705, 4.350478121881398, 5.102435858228056]",10,cushion,test
pa4otMbVnkk_room14,10,5,11,6,"[-0.6803090043301363, 14.702227500199164, 5.313911526001423]",5,picture,test
pa4otMbVnkk_room15,1,5,11,6,"[-1.667954080042727, 7.585887076540549, 2.5843015511627705]",5,picture,test
pa4otMbVnkk_room15,23,16,40,14,"[-1.0691780207108479, 10.55410547840352, 1.4283623676721742]",16,plant,test
pa4otMbVnkk_room15,30,5,11,6,"[1.1650647486416748, 7.593157940342039, 2.524614859937917]",5,picture,test
pa4otMbVnkk_room16,55,47,39,5,"[-6.816510150810043, 8.222760529221896, 0.4056767309476474]",47,table,test
pa4otMbVnkk_room16,87,19,35,28,"[-4.929446610939752, 7.390029252266939, 1.2687730773972248]",19,lighting,test
pa4otMbVnkk_room16,121,19,35,28,"[-9.863342067531645, 7.510179807920467, 1.0043598702277547]",19,lighting,test
pa4otMbVnkk_room16,47,19,35,28,"[-4.938337894740017, 4.391090349935407, 1.2663289843691854]",19,lighting,test
pa4otMbVnkk_room16,91,7,5,3,"[-3.9175603677287247, 4.3343939438733186, 0.6652805887004642]",7,chair,test
pa4otMbVnkk_room16,53,13,3,7,"[3.4989483969379007, 9.254375815959746, 1.136444189130812]",13,cabinet,test
pa4otMbVnkk_room16,67,7,5,3,"[3.3361884565782813, 10.386433112912062, 0.49208053063398566]",7,chair,test
pa4otMbVnkk_room16,51,7,5,3,"[3.4250199001586856, 8.100757691182979, 0.5345688633591749]",7,chair,test
pa4otMbVnkk_room16,63,7,5,3,"[-3.965467709657491, 7.23351621060466, 0.6564699231121932]",7,chair,test
pa4otMbVnkk_room16,82,7,5,3,"[-5.828277207591051, 8.703929993760122, 0.5236803914262229]",7,chair,test
pa4otMbVnkk_room16,78,12,35,28,"[-0.29012125458281773, 1.5308664704744632, 3.470758073605024]",12,lighting,test
pa4otMbVnkk_room16,92,10,18,8,"[-5.822197175361741, 8.730382923788868, 0.6599269111951193]",10,cushion,test
pa4otMbVnkk_room16,41,47,39,5,"[-6.733693343413029, 5.835105192170282, 0.3014989154366808]",47,table,test
pa4otMbVnkk_room16,15,34,5,3,"[-6.883558008927887, 4.1978753812337875, 0.48833455729334485]",34,chair,test
pa4otMbVnkk_room16,100,34,5,3,"[-8.884072851796663, 6.959915792275907, 0.521100819533422]",34,chair,test
pa4otMbVnkk_room16,74,14,16,12,"[-5.499990555244016, 1.0272101197805188, 1.5658250090983772]",14,curtain,test
pa4otMbVnkk_room16,21,34,5,3,"[-8.468547243452342, 4.227314450511825, 0.48490828617375953]",34,chair,test
pa4otMbVnkk_room16,29,14,16,12,"[-9.760319796881575, 1.067177820912941, 1.5471426478400245]",14,curtain,test
pa4otMbVnkk_room16,25,14,16,12,"[-0.25524881073047245, -0.4639045907622585, 1.8858185703549]",14,curtain,test
pa4otMbVnkk_room16,57,14,16,12,"[-10.341969028312581, 8.001066210081884, 1.6121939400829715]",14,curtain,test
pa4otMbVnkk_room16,77,10,18,8,"[-7.267196307922232, 9.222850548809973, 0.6872032190962084]",10,cushion,test
pa4otMbVnkk_room16,122,5,11,6,"[3.5303531807961224, 11.049686463902608, 1.3175380301418351]",5,picture,test
pa4otMbVnkk_room16,35,5,11,6,"[-4.406070603132248, 5.741603152155876, 1.7972127714008093]",5,picture,test
pa4otMbVnkk_room16,114,10,18,8,"[-9.029769063709738, 7.024001087257248, 0.643784137186176]",10,cushion,test
pa4otMbVnkk_room16,109,10,18,8,"[-5.36234466234843, 5.7683001784072525, 0.732040095603329]",10,cushion,test
pa4otMbVnkk_room16,61,10,18,8,"[-5.093845344044532, 6.546263388132204, 0.8598786597355835]",10,cushion,test
pa4otMbVnkk_room16,103,10,18,8,"[-5.417416931849767, 5.088033524246427, 0.7786635116692064]",10,cushion,test
pa4otMbVnkk_room16,72,10,18,8,"[-6.702791746715061, 9.31152556126849, 0.7308650777078329]",10,cushion,test
pa4otMbVnkk_room16,75,10,18,8,"[-5.402539418187252, 6.576787889003754, 0.7423418122668599]",10,cushion,test
pa4otMbVnkk_room16,108,10,18,8,"[-5.287065679828326, 6.049696892499924, 0.7120483852922916]",10,cushion,test
pa4otMbVnkk_room16,1,10,18,8,"[-5.14293333498773, 5.058561994891606, 0.8428198808138069]",10,cushion,test
pa4otMbVnkk_room16,104,10,18,8,"[-7.851741516299364, 9.21986652467309, 0.7380439921123225]",10,cushion,test
pa4otMbVnkk_room16,62,5,11,6,"[-9.66087958141162, 5.773173773519684, 2.4112711006056533]",5,picture,test
pa4otMbVnkk_room16,42,14,16,12,"[-10.397412585094571, 9.777112580214938, 1.4122522265085233]",14,curtain,test
pa4otMbVnkk_room16,37,14,16,12,"[-10.376179430503948, 1.696104284266045, 1.6519319560496142]",14,curtain,test
pa4otMbVnkk_room16,112,514,38,28,"[-4.204364781286202, 6.633948784248502, 1.5898785100263708]",514,lighting,test
pa4otMbVnkk_room16,117,514,38,28,"[-4.189530103471544, 5.046896243625217, 1.5673666381835938]",514,lighting,test
pa4otMbVnkk_room16,30,15,7,5,"[-4.965337086021435, 1.1113728122108626, 0.6083318544973078]",15,table,test
pa4otMbVnkk_room16,96,5,11,6,"[3.8337085756762272, 7.910079209557895, 1.581937549854147]",5,picture,test
pa4otMbVnkk_room16,8,15,7,5,"[-4.086270949579662, 5.8872360353411874, 0.6053951806456026]",15,table,test
pa4otMbVnkk_room16,68,5,11,6,"[-4.3916409555795735, 0.4637833705367144, 1.8321391464483858]",5,picture,test
pa4otMbVnkk_room16,101,5,11,6,"[3.8545969189715987, 2.847655342005882, 1.9372884009064746]",5,picture,test
pa4otMbVnkk_room16,23,15,7,5,"[-5.252336243629456, 4.297070453643799, 0.6553238216936589]",15,table,test
pa4otMbVnkk_room16,71,20,19,21,"[2.727555919410591, -0.45464961701317835, 1.8860155149061877]",20,mirror,test
pa4otMbVnkk_room16,80,20,19,21,"[-3.2182654350675564, -0.41793704713864993, 1.653989830965637]",20,mirror,test
pa4otMbVnkk_room16,120,47,39,5,"[-7.727654192377539, 8.181573709144311, 0.4496997632634114]",47,table,test
pa4otMbVnkk_room16,106,47,39,5,"[-5.081789388243816, 7.410857168868697, 0.46004451194635443]",47,table,test
pa4otMbVnkk_room16,34,14,16,12,"[-10.372924470448796, 3.6268079277080827, 1.4205419423627443]",14,curtain,test
pa4otMbVnkk_room17,19,25,5,3,"[-6.9073281587609925, 15.271559190059055, 0.5404984592137657]",25,chair,test
pa4otMbVnkk_room17,2,25,5,3,"[-6.955144392003529, 17.07921023572041, 0.4756569880133161]",25,chair,test
pa4otMbVnkk_room17,34,25,5,3,"[-6.921854896964468, 14.091679397816664, 0.4820092120077635]",25,chair,test
pa4otMbVnkk_room17,30,20,19,21,"[-4.677323423202276, 15.034560476647709, 2.0035256951312412]",20,mirror,test
pa4otMbVnkk_room17,32,25,5,3,"[-6.8907107252440944, 15.923335820761121, 0.50923723504069]",25,chair,test
pa4otMbVnkk_room17,1,15,7,5,"[-10.289630832798615, 15.52719291287696, 0.4678972649217151]",15,table,test
pa4otMbVnkk_room17,26,25,5,3,"[-7.633628368563587, 12.94458735914026, 0.5231703114628675]",25,chair,test
pa4otMbVnkk_room17,35,25,5,3,"[-6.987408796531747, 13.474242478958786, 0.5055117263340888]",25,chair,test
pa4otMbVnkk_room17,28,25,5,3,"[-7.652291723644393, 17.653796285473106, 0.5646783374592648]",25,chair,test
pa4otMbVnkk_room17,15,25,5,3,"[-8.27848791684847, 13.471919431327953, 0.4992416286214894]",25,chair,test
pa4otMbVnkk_room17,27,12,35,28,"[-7.609631679210362, 13.582826206226018, 2.751495065940638]",12,lighting,test
pa4otMbVnkk_room17,29,13,3,7,"[-5.002671982382431, 15.122651448152503, 0.6096154314150906]",13,cabinet,test
pa4otMbVnkk_room17,18,12,35,28,"[-7.585148431996297, 17.032395647329228, 2.7463361160664617]",12,lighting,test
pa4otMbVnkk_room17,36,25,5,3,"[-6.887071210934688, 14.66156922872342, 0.5293249000983946]",25,chair,test
pa4otMbVnkk_room17,44,7,5,3,"[-10.289250826533836, 13.673912286423095, 0.5163308211540706]",7,chair,test
pa4otMbVnkk_room17,54,7,5,3,"[-6.848127828204711, 16.513711774252293, 0.5466399756683544]",7,chair,test
pa4otMbVnkk_room17,49,7,5,3,"[-8.388306819144569, 15.268389704425413, 0.5610150923945736]",7,chair,test
pa4otMbVnkk_room17,43,7,5,3,"[-10.209630466854058, 17.130555396856263, 0.48152516742926893]",7,chair,test
pa4otMbVnkk_room17,52,7,5,3,"[-8.3133465045044, 17.01002500327164, 0.5581743944545445]",7,chair,test
pa4otMbVnkk_room17,23,97,7,5,"[-7.599014597936541, 15.376701853256117, 0.78228029801955]",97,table,test
pa4otMbVnkk_room17,9,14,16,12,"[-10.555452959211959, 15.495197326308299, 1.804740565281744]",14,curtain,test
pa4otMbVnkk_room17,42,7,5,3,"[-10.275762470852554, 17.68732712015265, 0.5002544149330987]",7,chair,test
pa4otMbVnkk_room17,47,7,5,3,"[-8.360554200597994, 14.129220623157911, 0.5251906921220438]",7,chair,test
pa4otMbVnkk_room17,20,14,16,12,"[-10.663291141347333, 15.457769707617354, 1.5757515035796839]",14,curtain,test
pa4otMbVnkk_room17,51,7,5,3,"[-8.31176817270399, 16.495142387705037, 0.4533016036273365]",7,chair,test
pa4otMbVnkk_room17,56,5,11,6,"[-7.571114985265415, 16.139388413446856, 1.1630358080142538]",5,picture,test
pa4otMbVnkk_room17,57,5,11,6,"[-7.569828174172378, 15.294739378952398, 1.0162010966277704]",5,picture,test
pa4otMbVnkk_room17,48,7,5,3,"[-8.37036725452968, 14.641962290984656, 0.5506912187316833]",7,chair,test
pa4otMbVnkk_room17,50,7,5,3,"[-8.261595378614283, 15.949862325249397, 0.40740623391453024]",7,chair,test
pa4otMbVnkk_room17,38,5,11,6,"[-4.781240028650771, 15.08314565051297, 1.04166375762144]",5,picture,test
pa4otMbVnkk_room17,41,7,5,3,"[-10.229985788454723, 18.850577093538046, 0.4800507174098794]",7,chair,test
pa4otMbVnkk_room18,6,14,16,12,"[2.3213785977303227, 14.6098054733869, 2.326466941968104]",14,curtain,test
pa4otMbVnkk_room18,45,7,5,3,"[1.1413604997602746, 13.739488228155377, 0.40277190227325266]",7,chair,test
pa4otMbVnkk_room18,25,19,35,28,"[0.5932665053287887, 16.788338248752705, 1.2994422887203394]",19,lighting,test
pa4otMbVnkk_room18,24,15,7,5,"[-0.15127397476190813, 16.608074623789808, 0.5876173311474031]",15,table,test
pa4otMbVnkk_room18,43,7,5,3,"[0.8127021331946922, 20.882471863589803, 0.368232859985283]",7,chair,test
pa4otMbVnkk_room18,37,7,5,3,"[-2.4740995539304538, 14.767158420422138, 0.5392399225443697]",7,chair,test
pa4otMbVnkk_room18,33,15,7,5,"[-2.051635406393972, 14.491511079172293, 0.6178896629167462]",15,table,test
pa4otMbVnkk_room18,36,7,5,3,"[-1.6596149409536927, 14.849537218649557, 0.5825947284737597]",7,chair,test
pa4otMbVnkk_room18,16,14,16,12,"[2.2876311088161714, 21.010247631141585, 2.148225069634833]",14,curtain,test
pa4otMbVnkk_room18,47,47,39,5,"[1.7891290921768805, 13.97250100515869, 0.49490453785169797]",47,table,test
pa4otMbVnkk_room18,18,47,39,5,"[-0.6311378816556282, 18.737574810210365, 0.3850203117176871]",47,table,test
pa4otMbVnkk_room18,34,7,5,3,"[-1.8034873948023014, 14.020706050590782, 0.42615294371503276]",7,chair,test
pa4otMbVnkk_room18,30,47,39,5,"[-2.659874852168892, 19.107564387618005, 0.6158941899152677]",47,table,test
pa4otMbVnkk_room18,46,7,5,3,"[2.0542231154826256, 14.841495036928103, 0.4850370434536182]",7,chair,test
pa4otMbVnkk_room18,35,7,5,3,"[-2.475418199086751, 13.99270185196332, 0.4567446631404392]",7,chair,test
pa4otMbVnkk_room18,42,7,5,3,"[-1.1213960839414048, 20.999898742963918, 0.32581323078620955]",7,chair,test
pa4otMbVnkk_room18,26,19,35,28,"[-0.9724791520058924, 16.77723231182748, 1.2690339581147068]",19,lighting,test
pa4otMbVnkk_room18,49,19,35,28,"[2.111716094244999, 13.801762529958292, 1.350299991364498]",19,lighting,test
pa4otMbVnkk_room18,15,14,16,12,"[2.339687835440065, 19.521039730764212, 1.8768954676547704]",14,curtain,test
pa4otMbVnkk_room18,50,16,40,14,"[-2.052091845727055, 14.42697842094731, 0.9370561988811211]",16,plant,test
pa4otMbVnkk_room18,21,29,5,3,"[1.0790634331640083, 16.33002358045989, 0.46106435589474626]",29,chair,test
pa4otMbVnkk_room18,29,29,5,3,"[-2.8429910558005775, 19.673988260857744, 0.4727015639981579]",29,chair,test
pa4otMbVnkk_room18,51,5,11,6,"[-2.3641784747845027, 13.414337724598532, 1.668559971194582]",5,picture,test
pa4otMbVnkk_room18,44,5,11,6,"[1.9441280189313386, 13.444412960085952, 1.6334017956466005]",5,picture,test
pa4otMbVnkk_room18,38,5,11,6,"[-4.377871086366403, 15.64405710354848, 1.7078441250814151]",5,picture,test
pa4otMbVnkk_room18,14,29,5,3,"[-2.7601630444627796, 18.43760042828409, 0.5040348487059916]",29,chair,test
pa4otMbVnkk_room18,22,29,5,3,"[-1.3149021634927003, 16.315713245940696, 0.4829656150271876]",29,chair,test
pa4otMbVnkk_room18,54,16,40,14,"[-0.6192834403350405, 19.30892630949858, 0.41317915527204097]",16,plant,test
pa4otMbVnkk_room18,3,14,16,12,"[2.329001818412462, 17.076227761758474, 2.069600967111758]",14,curtain,test
pa4otMbVnkk_room18,5,14,16,12,"[2.3425947571707604, 18.592065174568287, 2.0409057591898625]",14,curtain,test
pa4otMbVnkk_room18,1,14,16,12,"[2.3241711305039523, 16.12866903969347, 2.1797687220633564]",14,curtain,test
pa4otMbVnkk_room18,4,13,3,7,"[-2.1803548984858905, 21.22285526195079, 0.8303783501923301]",13,cabinet,test
pa4otMbVnkk_room19,40,29,5,3,"[7.939579848851287, 6.527580425047883, 0.46998683584533424]",29,chair,test
pa4otMbVnkk_room19,32,95,39,5,"[5.372106009498074, 6.146080372349316, 0.34109237137796444]",95,table,test
pa4otMbVnkk_room19,13,5,11,6,"[4.212793707023839, 8.041092019678928, 1.6420854680747647]",5,picture,test
pa4otMbVnkk_room19,47,5,11,6,"[6.531590632625393, 7.17877877092028, 0.6224972639050517]",5,picture,test
pa4otMbVnkk_room19,17,13,3,7,"[5.96952577740495, 4.251914986039092, 0.5088804958007926]",13,cabinet,test
pa4otMbVnkk_room19,27,10,18,8,"[5.199846687617603, 8.35321257404379, 0.6997602968938179]",10,cushion,test
pa4otMbVnkk_room19,30,10,18,8,"[5.24854220096052, 7.0716351476740185, 0.7119079523980136]",10,cushion,test
pa4otMbVnkk_room19,29,10,18,8,"[5.236072715636222, 7.769232160814346, 0.5750745748319933]",10,cushion,test
pa4otMbVnkk_room19,28,10,18,8,"[5.352369178787934, 7.75818179142525, 0.6044255996348967]",10,cushion,test
pa4otMbVnkk_room19,31,10,18,8,"[5.133996676847425, 6.873041571909293, 0.800005389086773]",10,cushion,test
pa4otMbVnkk_room19,16,29,5,3,"[7.045648492274787, 4.583823245317684, 0.5017147331104056]",29,chair,test
pa4otMbVnkk_room19,22,5,11,6,"[5.93410608406817, 4.089158421821809, 1.0658104001973452]",5,picture,test
pa4otMbVnkk_room19,43,29,5,3,"[7.690118489747695, 8.553541927997843, 0.5235017942745825]",29,chair,test
pa4otMbVnkk_room19,25,5,11,6,"[4.511168876359629, 4.441389621690262, 0.6766406017374516]",5,picture,test
pa4otMbVnkk_room19,24,5,11,6,"[4.839342635186921, 4.421440402496672, 0.5686031925563177]",5,picture,test
pa4otMbVnkk_room19,2,14,16,12,"[6.2211418217215915, 11.332222210814354, 1.846629711058266]",14,curtain,test
pa4otMbVnkk_room19,20,19,35,28,"[5.224369963010152, 4.139817830882495, 1.2696446077230108]",19,lighting,test
pa4otMbVnkk_room19,21,19,35,28,"[6.670261554876468, 4.134423075930475, 1.26076418953645]",19,lighting,test
pa4otMbVnkk_room19,38,19,35,28,"[5.528194526565386, 9.552093634110031, 1.2152345528870043]",19,lighting,test
pa4otMbVnkk_room19,7,23,15,31,"[8.974396462853207, 9.410928814356659, 1.8261576346039186]",23,shelving,test
pa4otMbVnkk_room19,5,23,15,31,"[8.502874971620365, 5.3926053496779165, 1.969334084220004]",23,shelving,test
pa4otMbVnkk_room19,36,7,5,3,"[6.439352039761552, 10.691071854044647, 0.4560334099909703]",7,chair,test
pa4otMbVnkk_room19,44,47,39,5,"[6.5902779826201074, 7.504622851421134, 0.30579089892914496]",47,table,test
pa4otMbVnkk_room19,45,16,40,14,"[6.560203380635715, 7.397641348201323, 1.0388201208356866]",16,plant,test
pa4otMbVnkk_room19,48,5,11,6,"[6.923964553729285, 7.667252346107967, 0.6954077437204896]",5,picture,test
pa4otMbVnkk_room19,37,42,14,5,"[6.369993541588802, 9.759957095637084, 0.48913142114088953]",42,table,test
pa4otMbVnkk_room19,23,5,11,6,"[6.494271794451943, 4.001907855649538, 0.9361237894885147]",5,picture,test
pa4otMbVnkk_room2,12,5,11,6,"[-3.739288436798822, 29.345131710597446, 5.109757739021664]",5,picture,test
pa4otMbVnkk_room2,14,5,11,6,"[-3.7416182278115073, 29.33938635131459, 6.1887393218499644]",5,picture,test
pa4otMbVnkk_room2,11,5,11,6,"[-3.168502462729243, 29.35819256760692, 5.33191973562459]",5,picture,test
pa4otMbVnkk_room2,17,5,11,6,"[-4.292743454709578, 28.659094833301015, 6.0891012962925375]",5,picture,test
pa4otMbVnkk_room2,16,5,11,6,"[-4.279482788192536, 28.639372130829894, 4.892379584664594]",5,picture,test
pa4otMbVnkk_room2,13,5,11,6,"[-3.7158181250849855, 29.349832694138154, 5.697069532659989]",5,picture,test
pa4otMbVnkk_room2,15,5,11,6,"[-4.285612701392565, 28.659972190856934, 5.576459629613845]",5,picture,test
pa4otMbVnkk_room20,10,15,7,5,"[-5.621358704766697, 22.163056271183336, 0.5553321409502378]",15,table,test
pa4otMbVnkk_room20,26,19,35,28,"[-5.196532132244026, 22.72215848765892, 2.4760376165442293]",19,lighting,test
pa4otMbVnkk_room20,1,35,3,7,"[-5.115068976694787, 24.011098361056607, 1.856249898055839]",35,cabinet,test
pa4otMbVnkk_room20,8,5,11,6,"[-5.844923122782549, 23.20080933535671, 1.6597784983605917]",5,picture,test
pa4otMbVnkk_room20,27,20,19,21,"[-5.2172064308077095, 23.57149843722582, 1.8365763887763022]",20,mirror,test
pa4otMbVnkk_room21,23,13,3,7,"[-9.95556493290043, 21.504203558085184, 0.44408486065810027]",13,cabinet,test
pa4otMbVnkk_room21,22,13,3,7,"[-9.653742834956436, 26.859013660230183, 0.5892428247050276]",13,cabinet,test
pa4otMbVnkk_room21,10,13,3,7,"[-10.323406152278906, 20.03766983898177, 2.383044782442839]",13,cabinet,test
pa4otMbVnkk_room21,9,13,3,7,"[-10.270037431930863, 28.063672973162568, 2.396887751007037]",13,cabinet,test
pa4otMbVnkk_room21,2,35,3,7,"[-7.750906150340593, 20.625985300719638, 2.4554641342551404]",35,cabinet,test
pa4otMbVnkk_room21,1,13,3,7,"[-10.250769011612848, 24.88313966877822, 2.391896595175059]",13,cabinet,test
pa4otMbVnkk_room21,26,134,5,3,"[-5.121513136114106, 24.446111743351743, 0.5741559937502169]",134,chair,test
pa4otMbVnkk_room21,40,13,3,7,"[-10.29331271094155, 22.775815288931053, 2.4517316253926817]",13,cabinet,test
pa4otMbVnkk_room21,4,13,3,7,"[-7.3850406086405735, 28.969738123592805, 2.351920140758701]",13,cabinet,test
pa4otMbVnkk_room21,24,13,3,7,"[-7.871113903019331, 20.600176445067284, 0.37553996023201974]",13,cabinet,test
pa4otMbVnkk_room21,25,13,3,7,"[-7.426365655879139, 26.763727641154208, 0.44075148534612985]",13,cabinet,test
pa4otMbVnkk_room21,50,12,35,28,"[-8.117733041338882, 27.05400078545946, 2.269127941323349]",12,lighting,test
pa4otMbVnkk_room21,48,12,35,28,"[-6.878993288378849, 27.03605454244983, 2.288371728163695]",12,lighting,test
pa4otMbVnkk_room21,49,12,35,28,"[-8.116356988691948, 26.563942729251487, 2.269846330226307]",12,lighting,test
pa4otMbVnkk_room21,32,42,14,5,"[-5.099880257756081, 24.38915456362375, 0.4952484061879347]",42,table,test
pa4otMbVnkk_room21,45,5,11,6,"[-4.59462255636851, 26.287832932245163, 2.4108246814636956]",5,picture,test
pa4otMbVnkk_room21,8,12,35,28,"[-7.49233840159233, 26.80208649035321, 2.2978608930347773]",12,lighting,test
pa4otMbVnkk_room21,11,5,11,6,"[-4.571880075829161, 26.29085379875511, 1.6470116285458665]",5,picture,test
pa4otMbVnkk_room21,29,7,5,3,"[-7.1882544764818626, 26.175150587022216, 0.6607082602630429]",7,chair,test
pa4otMbVnkk_room21,27,7,5,3,"[-7.734388482149909, 26.17915230246151, 0.6206005957196741]",7,chair,test
pa4otMbVnkk_room21,54,5,11,6,"[-8.188802003860474, 23.675411161623504, 1.643393362039014]",5,picture,test
pa4otMbVnkk_room21,14,12,35,28,"[-6.8901186949586215, 26.556163845323535, 2.2884763988730024]",12,lighting,test
pa4otMbVnkk_room22,2,13,3,7,"[-2.0455416636164605, 24.28142409549438, 0.595801176284943]",13,cabinet,test
pa4otMbVnkk_room22,34,13,3,7,"[-4.3473007100573655, 24.165323076868905, 0.46458302823156805]",13,cabinet,test
pa4otMbVnkk_room22,24,35,3,7,"[-2.004579939923867, 26.618993073886656, 2.311719502987877]",35,cabinet,test
pa4otMbVnkk_room22,13,35,3,7,"[-2.055621780607303, 24.080958968555176, 2.116790462882206]",35,cabinet,test
pa4otMbVnkk_room22,28,35,3,7,"[-1.896930615903066, 26.404513844487216, 0.6312830205571051]",35,cabinet,test
pa4otMbVnkk_room22,19,5,11,6,"[-1.2744936416814994, 24.197305223963284, 1.1740574922647562]",5,picture,test
pa4otMbVnkk_room22,20,5,11,6,"[-1.2651591800508044, 24.19670674460275, 1.4625046133995057]",5,picture,test
pa4otMbVnkk_room23,28,14,16,12,"[2.4405583445454986, 22.178374054446305, 1.7066930581485737]",14,curtain,test
pa4otMbVnkk_room23,12,14,16,12,"[2.4997926612373074, 27.42638531131217, 1.978371545680851]",14,curtain,test
pa4otMbVnkk_room23,9,14,16,12,"[3.3364857035115216, 23.248661626267914, 1.6359939624289244]",14,curtain,test
pa4otMbVnkk_room23,18,25,5,3,"[2.481679061350705, 23.876308067044302, 0.6052372733748845]",25,chair,test
pa4otMbVnkk_room23,8,97,7,5,"[1.7349659017720847, 24.627353994366263, 0.7390433855070662]",97,table,test
pa4otMbVnkk_room23,21,7,5,3,"[2.5386797400578014, 24.669835001417677, 0.6504570811623765]",7,chair,test
pa4otMbVnkk_room23,25,7,5,3,"[1.0900787372615581, 23.9542145586671, 0.49156030648420773]",7,chair,test
pa4otMbVnkk_room23,22,7,5,3,"[2.564356666926893, 25.36511714841418, 0.602079379519175]",7,chair,test
pa4otMbVnkk_room23,23,7,5,3,"[1.142813093525291, 25.34439960766596, 0.5058229675595655]",7,chair,test
pa4otMbVnkk_room23,24,7,5,3,"[1.0489115742065425, 24.69326503489711, 0.5601154271862971]",7,chair,test
pa4otMbVnkk_room23,15,10,18,8,"[0.2884050457453624, 26.49125779248391, 0.7823831407057771]",10,cushion,test
pa4otMbVnkk_room23,16,14,16,12,"[3.3339526306193483, 26.482849329944866, 1.7780168223710608]",14,curtain,test
pa4otMbVnkk_room23,5,29,5,3,"[0.1400245733380161, 26.483112390806642, 0.5062459140470041]",29,chair,test
pa4otMbVnkk_room23,14,25,5,3,"[1.7627789075921683, 23.255276551815484, 0.5210000511621168]",25,chair,test
pa4otMbVnkk_room23,13,25,5,3,"[1.718408677677704, 26.049976103383386, 0.49630883322315456]",25,chair,test
pa4otMbVnkk_room23,32,13,3,7,"[0.15905244578843183, 23.018208412695408, 0.7403938654947838]",13,cabinet,test
pa4otMbVnkk_room23,29,16,40,14,"[-0.7930323364849611, 23.935417853727948, 0.6136152188172808]",16,plant,test
pa4otMbVnkk_room23,30,16,40,14,"[1.046023335410529, 22.215021123658268, 0.7153907576298362]",16,plant,test
